0,45
3,45
0,45
0,22
0,22
-3,22
0,22
3,22
0,22
0,67
0,22
-3,22
1,22
-1,90
R,100
0,57
-4,22
0,45
4,22
0,22
3,45
0,22
0,22
0,22
0,22
-3,22
0,22
3,22
0,22
0,67
0,22
-3,45
1,22
-1,100
0,12
R,100
0,34
3,22
0,22
2,22
0,22
3,45
2,45
-2,45
-3,22
0,22
3,22
0,22
2,45
-2,45
R,45
-5,100
0,34
R,100
0,34
0,22
0,22
2,22
0,22
3,22
0,22
2,22
0,22
-2,22
0,22
-3,45
3,45
2,100
0,12
-2,22
0,90
R,45
5,45
-1,45
-4,45
2,45
-2,100
0,12
R,22
-5,22
2,22
3,100
0,12
R,22
-5,22
2,22
3,45
2,45
2,45
-2,90
3,45
-1,45
-2,45
-2,67
R,100
0,12
0,67
R,45
-5,22
0,22
2,22
3,45
2,45
2,45
-2,90
R,90
-7,22
0,22
2,22
0,22
3,22
0,22
2,22
0,22
-2,22
0,22
-3,22
0,22
3,22
0,22
2,22
0,22
-2,22
0,22
0,45
R,45
0,45
0,45
2,45
R,45
3,22
-1,67
0,45
-4,45
R,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,43
-8,22
0,22
3,45
0,22
0,22
0,22
0,22
-3,22
0,22
3,22
0,22
0,45
R,22
0,22
-3,22
1,22
-1,90
R,100
0,57
-4,22
0,45
4,22
0,22
3,22
0,22
0,45
0,22
0,22
-3,22
0,22
3,22
0,22
0,22
0,45
R,22
-3,45
1,22
-1,100
0,12
R,100
0,34
3,22
0,22
2,22
0,22
3,22
0,22
2,22
0,22
-2,22
0,22
-3,22
0,22
3,22
0,22
2,100
0,12
-2,22
0,100
0,34
-1,90
R,45
-4,22
0,22
2,22
0,22
3,22
0,22
2,22
0,22
-2,22
0,22
-3,45
3,45
2,100
0,12
-2,22
0,90
R,22
0,22
5,45
-1,45
-4,45
2,45
-2,100
0,12
R,22
-5,22
2,22
3,100
0,12
R,22
-5,22
2,22
3,45
2,45
2,45
-2,90
3,45
-1,45
-2,45
-2,67
R,100
0,12
0,67
R,45
-5,22
0,22
2,22
3,45
2,45
2,45
-2,90
R,90
-7,22
0,22
2,22
0,22
3,22
0,22
2,22
0,22
-2,22
0,22
-3,22
0,22
3,22
0,22
2,22
0,22
-2,22
0,22
0,45
R,45
0,45
0,45
2,45
R,45
3,22
-1,67
0,45
-4,45
R,45
-5,22
2,22
3,67
R,22
5,45
-1,100
0,34
0,22
-2,22
2,22
-2,67
R,45
3,22
-1,67
0,45
-4,45
R,45
-5,22
2,22
3,67
R,22
5,45
-1,100
0,34
0,22
-2,22
2,22
-2,67
R,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
0,100
-7,22
0,22
0,22
2,22
0,22
3,22
0,22
2,22
0,22
-2,22
0,22
-3,22
0,22
3,22
0,22
2,45
-2,22
0,90
R,67
-1,90
R,67
-4,22
0,22
0,22
2,45
3,45
2,45
-2,22
0,22
-3,45
3,45
2,34
0,45
-2,78
R,67
0,45
5,45
-1,45
-4,45
2,45
-2,100
0,12
R,22
-5,22
2,22
3,100
0,12
R,22
-5,22
2,22
3,45
2,45
2,45
-2,90
3,45
-1,45
-2,45
-2,67
R,100
0,12
0,67
R,45
-5,22
0,22
2,22
3,45
2,45
2,45
-2,90
2,67
R,22
-9,22
0,22
2,22
0,22
3,22
0,22
2,22
0,22
-2,22
0,22
-3,22
0,22
3,22
0,22
2,22
0,22
-2,22
0,22
0,45
R,45
0,45
0,45
2,45
R,45
3,22
-1,67
0,45
-4,45
R,45
-5,22
2,22
3,67
R,22
5,45
-1,100
0,34
0,22
-2,22
2,22
-2,67
R,45
3,22
-1,67
0,45
-4,45
R,45
-5,22
2,22
3,67
R,22
5,45
-1,100
0,34
0,22
-2,22
2,22
-2,67
R,90
0,22
-2,22
-3,45
R,45
3,45
R,45
-3,45
R,45
8,45
-1,90
R,45
-4,45
R,45
-5,45
R,45
7,45
-2,22
-3,22
0,45
R,45
3,45
R,45
-3,45
R,45
8,45
-1,100
0,34
R,100
0,57
-4,22
2,22
2,22
-2,22
-2,22
R,45
-5,45
R,45
-3,45
R,45
-2,45
R,45
-2,45
R,45
7,45
R,45
-5,90
3,22
-1,22
1,22
-1,67
R,45
3,45
R,45
-3,45
R,45
-2,45
R,45
3,22
-1,67
R,90
0,22
-2,100
0,12
R,100
0,100
0,100
0,100
0,3
3,22
-1,67
R,100
0,100
0,2
-4,22
2,22
2,22
-2,22
-2,22
R,45
2,45
-2,45
